estaca;Area;Esfuerzo;size;distancia;m;c
5;35;1;6;13;4;2
5;35;1;8;14;6;2
5;35;1;10;15;5;5
5;35;1;6;16;5;1
5;35;1;14;17;14;0
5;35;1;13;18;12;1
5;35;1;7;19;6;1
5;35;1;10;20;10;0
6;35;1;4;2;4;0
6;35;1;6;3;5;1
6;35;1;1;4;1;0
6;35;1;3;5;3;0
6;35;1;3;6;2;1
6;35;1;5;7;5;0
6;35;1;6;8;6;0
6;35;1;5;9;5;0
6;35;1;9;10;7;2
6;35;1;12;11;12;0
6;35;1;6;12;6;0
6;35;1;6;13;6;0
6;35;1;5;14;5;0
6;35;1;5;15;4;1
6;35;1;6;16;4;2
6;35;1;7;17;5;2
6;35;1;12;18;9;3
6;35;1;4;19;4;0
6;35;1;10;20;7;3
7;35;1;1;2;0;1
7;35;1;6;3;6;0
7;35;1;14;4;13;1
7;35;1;15;5;13;2
7;35;1;13;6;12;1
7;35;1;14;7;14;0
7;35;1;18;8;16;2
7;35;1;15;9;14;1
7;35;1;12;10;11;1
7;35;1;19;11;15;4
7;35;1;11;12;10;1
7;35;1;20;13;17;3
7;35;1;21;14;19;2
7;35;1;19;15;18;1
7;35;1;15;16;12;3
7;35;1;8;17;8;0
7;35;1;7;18;6;1
7;35;1;12;19;9;3
7;35;1;22;20;19;3
8;35;1;1;3;0;1
8;35;1;2;5;0;2
8;35;1;1;6;0;1
8;35;1;1;7;0;1
8;35;1;1;8;0;1
8;35;1;3;9;0;3
8;35;1;1;10;0;1
8;35;1;4;11;0;4
8;35;1;1;12;0;1
8;35;1;6;13;0;6
8;35;1;2;14;0;2
8;35;1;2;15;0;2
8;35;1;4;16;0;4
8;35;1;5;17;0;5
8;35;1;11;18;8;3
8;35;1;22;19;12;10
8;35;1;20;20;8;12
9;35;1;2;1;2;0
9;35;1;3;3;3;0
9;35;1;5;4;5;0
9;35;1;5;5;5;0
9;35;1;3;6;3;0
9;35;1;2;7;2;0
9;35;1;1;8;1;0
9;35;1;2;9;2;0
9;35;1;2;11;2;0
9;35;1;2;12;2;0
9;35;1;2;13;2;0
9;35;1;5;14;5;0
9;35;1;6;15;6;0
9;35;1;2;16;2;0
9;35;1;5;17;5;0
9;35;1;5;18;5;0
9;35;1;4;19;4;0
9;35;1;1;20;1;0
10;35;1;1;3;1;0
10;35;1;3;4;3;0
10;35;1;4;5;3;1
10;35;1;9;6;9;0
10;35;1;6;7;6;0
10;35;1;4;8;3;1
10;35;1;5;9;3;2
10;35;1;5;10;2;3
10;35;1;2;11;0;2
10;35;1;3;12;2;1
10;35;1;1;13;1;0
10;35;1;4;14;2;2
10;35;1;5;15;3;2
10;35;1;4;16;1;3
10;35;1;7;17;5;2
10;35;1;10;18;7;3
10;35;1;8;19;5;3
10;35;1;14;20;10;4
11;35;1;6;2;5;1
11;35;1;4;3;3;1
11;35;1;8;4;7;1
11;35;1;9;5;7;2
11;35;1;11;6;10;1
11;35;1;6;7;6;0
11;35;1;7;8;3;4
11;35;1;7;9;4;3
11;35;1;10;10;7;3
11;35;1;13;11;9;4
11;35;1;6;12;6;0
11;35;1;9;13;6;3
11;35;1;10;14;7;3
11;35;1;7;15;6;1
11;35;1;6;16;2;4
11;35;1;9;17;5;4
11;35;1;5;18;4;1
11;35;1;6;19;5;1
11;35;1;7;20;7;0
12;35;1;3;1;3;0
12;35;1;3;2;3;0
12;35;1;2;3;2;0
12;35;1;4;4;4;0
12;35;1;6;5;6;0
12;35;1;11;6;11;0
12;35;1;11;7;11;0
12;35;1;7;8;7;0
12;35;1;3;9;3;0
12;35;1;5;10;5;0
12;35;1;6;11;6;0
12;35;1;7;12;7;0
12;35;1;5;13;5;0
12;35;1;9;14;9;0
12;35;1;13;15;13;0
12;35;1;13;16;13;0
12;35;1;15;17;15;0
12;35;1;14;18;13;1
12;35;1;4;19;4;0
12;35;1;7;20;7;0
13;35;1;1;1;0;1
13;35;1;1;2;0;1
13;35;1;4;3;0;4
13;35;1;5;4;0;5
13;35;1;9;5;1;8
13;35;1;11;6;0;11
13;35;1;12;7;0;12
13;35;1;9;8;0;9
13;35;1;10;9;0;10
13;35;1;13;10;0;13
13;35;1;9;11;0;9
13;35;1;8;12;0;8
13;35;1;10;13;0;10
13;35;1;11;14;1;10
13;35;1;14;15;4;10
13;35;1;12;16;3;9
13;35;1;10;17;0;10
13;35;1;11;18;2;9
13;35;1;14;19;5;9
13;35;1;19;20;2;17
14;35;1;2;2;2;0
14;35;1;6;3;6;0
14;35;1;6;4;6;0
14;35;1;5;5;5;0
14;35;1;11;6;11;0
14;35;1;14;7;14;0
14;35;1;18;8;18;0
14;35;1;15;9;15;0
14;35;1;5;10;5;0
14;35;1;5;11;5;0
14;35;1;13;12;13;0
14;35;1;7;13;7;0
14;35;1;7;14;7;0
14;35;1;11;15;11;0
14;35;1;11;16;11;0
14;35;1;10;17;10;0
14;35;1;10;18;10;0
14;35;1;8;19;8;0
14;35;1;14;20;14;0
15;35;1;4;4;3;1
15;35;1;3;5;3;0
15;35;1;5;6;2;3
15;35;1;8;7;3;5
15;35;1;6;8;3;3
15;35;1;7;9;3;4
15;35;1;8;10;7;1
15;35;1;15;11;11;4
15;35;1;9;12;4;5
15;35;1;10;13;2;8
15;35;1;6;14;2;4
15;35;1;9;15;7;2
15;35;1;11;16;4;7
15;35;1;12;17;9;3
15;35;1;12;18;11;1
15;35;1;10;19;7;3
15;35;1;18;20;16;2
16;35;1;2;4;0;2
16;35;1;10;5;0;10
16;35;1;5;6;0;5
16;35;1;5;7;0;5
16;35;1;7;8;0;7
16;35;1;11;9;0;11
16;35;1;11;10;0;11
16;35;1;15;11;7;8
16;35;1;6;12;2;4
16;35;1;18;13;10;8
16;35;1;19;14;5;14
16;35;1;28;15;7;21
16;35;1;11;16;0;11
16;35;1;18;17;0;18
16;35;1;10;18;0;10
16;35;1;12;19;0;12
16;35;1;12;20;0;12
17;35;1;3;5;1;2
17;35;1;2;6;2;0
17;35;1;7;7;7;0
17;35;1;10;8;8;2
17;35;1;10;9;7;3
17;35;1;6;10;4;2
17;35;1;11;11;9;2
17;35;1;16;12;12;4
17;35;1;15;13;12;3
17;35;1;22;14;18;4
17;35;1;21;15;18;3
17;35;1;17;16;11;6
17;35;1;27;17;23;4
17;35;1;18;18;15;3
17;35;1;14;19;14;0
17;35;1;15;20;10;5
18;35;1;7;1;7;0
18;35;1;5;2;5;0
18;35;1;4;3;4;0
18;35;1;3;4;3;0
18;35;1;2;5;2;0
18;35;1;2;6;2;0
18;35;1;2;7;2;0
18;35;1;4;8;4;0
18;35;1;3;9;3;0
18;35;1;6;10;6;0
18;35;1;9;11;9;0
18;35;1;17;12;17;0
18;35;1;10;13;10;0
18;35;1;20;14;20;0
18;35;1;21;15;21;0
18;35;1;11;16;11;0
18;35;1;23;17;22;1
18;35;1;8;18;6;2
18;35;1;10;19;7;3
18;35;1;11;20;10;1
19;35;1;2;2;2;0
19;35;1;2;3;2;0
19;35;1;5;4;5;0
19;35;1;3;5;3;0
19;35;1;2;6;2;0
19;35;1;2;7;2;0
19;35;1;1;8;1;0
19;35;1;7;9;7;0
19;35;1;2;10;2;0
19;35;1;4;11;4;0
19;35;1;2;12;1;1
19;35;1;7;13;7;0
19;35;1;1;14;0;1
19;35;1;6;15;5;1
19;35;1;7;16;7;0
19;35;1;13;17;13;0
19;35;1;13;18;10;3
19;35;1;16;19;15;1
19;35;1;27;20;27;0
20;35;1;1;4;1;0
20;35;1;4;5;4;0
20;35;1;6;6;6;0
20;35;1;4;7;4;0
20;35;1;3;8;3;0
20;35;1;7;12;7;0
20;35;1;13;13;13;0
20;35;1;9;14;9;0
20;35;1;16;15;16;0
20;35;1;16;16;16;0
20;35;1;14;17;14;0
20;35;1;14;18;14;0
20;35;1;14;19;14;0
20;35;1;18;20;18;0
21;35;1;12;2;12;0
21;35;1;12;3;12;0
21;35;1;10;4;10;0
21;35;1;15;5;15;0
21;35;1;11;6;11;0
21;35;1;17;7;17;0
21;35;1;18;8;17;1
21;35;1;16;9;16;0
21;35;1;13;10;13;0
21;35;1;15;11;15;0
21;35;1;12;12;12;0
21;35;1;19;13;19;0
21;35;1;17;14;17;0
21;35;1;7;15;7;0
21;35;1;8;16;8;0
21;35;1;8;17;8;0
21;35;1;12;18;12;0
21;35;1;9;19;9;0
21;35;1;13;20;13;0
22;35;1;3;3;3;0
22;35;1;7;4;7;0
22;35;1;10;5;10;0
22;35;1;3;6;3;0
22;35;1;3;7;2;1
22;35;1;8;8;6;2
22;35;1;7;9;6;1
22;35;1;13;10;13;0
22;35;1;10;11;9;1
22;35;1;8;12;6;2
22;35;1;6;13;6;0
22;35;1;14;14;9;5
22;35;1;15;15;12;3
22;35;1;17;16;11;6
22;35;1;15;17;11;4
22;35;1;17;18;16;1
22;35;1;11;19;9;2
22;35;1;22;20;19;3
23;35;1;5;6;5;0
23;35;1;2;7;2;0
23;35;1;5;8;4;1
23;35;1;4;9;3;1
23;35;1;3;10;3;0
23;35;1;9;11;9;0
23;35;1;15;12;14;1
23;35;1;7;13;6;1
23;35;1;18;14;16;2
23;35;1;15;15;15;0
23;35;1;7;16;7;0
23;35;1;17;17;17;0
23;35;1;15;18;15;0
23;35;1;15;19;15;0
23;35;1;12;20;12;0
24;35;1;3;2;3;0
24;35;1;3;3;2;1
24;35;1;2;4;2;0
24;35;1;3;5;3;0
24;35;1;7;6;7;0
24;35;1;5;7;5;0
24;35;1;16;8;14;2
24;35;1;9;9;9;0
24;35;1;11;10;11;0
24;35;1;16;11;16;0
24;35;1;14;12;13;1
24;35;1;4;13;4;0
24;35;1;7;14;7;0
24;35;1;15;15;15;0
24;35;1;8;16;8;0
24;35;1;13;17;11;2
24;35;1;13;18;12;1
24;35;1;15;19;13;2
24;35;1;21;20;16;5
25;35;1;1;1;1;0
25;35;1;1;2;1;0
25;35;1;1;5;1;0
25;35;1;1;7;1;0
25;35;1;3;8;3;0
25;35;1;2;9;2;0
25;35;1;4;10;4;0
25;35;1;6;11;6;0
25;35;1;4;12;3;1
25;35;1;4;13;4;0
25;35;1;5;14;4;1
25;35;1;8;15;8;0
25;35;1;10;16;10;0
25;35;1;14;17;14;0
25;35;1;18;18;17;1
25;35;1;4;19;3;1
25;35;1;7;20;6;1
26;35;1;2;4;2;0
26;35;1;2;5;2;0
26;35;1;8;6;8;0
26;35;1;7;7;7;0
26;35;1;4;8;4;0
26;35;1;7;9;7;0
26;35;1;4;10;4;0
26;35;1;2;11;2;0
26;35;1;4;12;4;0
26;35;1;1;13;1;0
26;35;1;2;14;1;1
26;35;1;4;16;4;0
26;35;1;4;17;4;0
26;35;1;2;18;2;0
26;35;1;6;19;6;0
26;35;1;6;20;6;0
27;35;1;3;4;3;0
27;35;1;1;5;1;0
27;35;1;3;6;3;0
27;35;1;4;7;4;0
27;35;1;8;8;8;0
27;35;1;4;9;4;0
27;35;1;5;10;5;0
27;35;1;3;11;3;0
27;35;1;3;12;3;0
27;35;1;6;13;6;0
27;35;1;13;14;13;0
27;35;1;8;15;8;0
27;35;1;15;16;15;0
27;35;1;8;17;8;0
27;35;1;9;18;8;1
27;35;1;3;19;3;0
27;35;1;9;20;8;1
28;35;1;2;3;2;0
28;35;1;1;4;1;0
28;35;1;5;5;5;0
28;35;1;4;6;3;1
28;35;1;7;7;5;2
28;35;1;15;8;14;1
28;35;1;7;9;7;0
28;35;1;7;10;7;0
28;35;1;8;11;7;1
28;35;1;5;12;2;3
28;35;1;5;13;2;3
28;35;1;3;14;3;0
28;35;1;9;15;8;1
28;35;1;10;16;8;2
28;35;1;7;17;6;1
28;35;1;6;18;6;0
28;35;1;10;19;9;1
28;35;1;16;20;16;0
29;35;1;1;4;1;0
29;35;1;2;5;2;0
29;35;1;4;6;4;0
29;35;1;2;7;2;0
29;35;1;3;8;3;0
29;35;1;5;9;5;0
29;35;1;8;10;7;1
29;35;1;10;11;9;1
29;35;1;15;12;15;0
29;35;1;13;13;13;0
29;35;1;6;14;6;0
29;35;1;28;15;28;0
29;35;1;35;16;34;1
29;35;1;19;17;18;1
29;35;1;26;18;26;0
29;35;1;17;19;17;0
29;35;1;12;20;9;3
30;35;1;1;4;1;0
30;35;1;4;6;4;0
30;35;1;4;7;4;0
30;35;1;7;8;6;1
30;35;1;12;9;12;0
30;35;1;14;10;12;2
30;35;1;10;11;8;2
30;35;1;11;12;10;1
30;35;1;19;13;16;3
30;35;1;8;14;8;0
30;35;1;19;15;19;0
30;35;1;14;16;13;1
30;35;1;33;17;29;4
30;35;1;37;18;35;2
30;35;1;21;19;16;5
30;35;1;15;20;14;1
31;35;1;1;4;1;0
31;35;1;6;5;6;0
31;35;1;4;6;4;0
31;35;1;8;7;8;0
31;35;1;9;8;9;0
31;35;1;13;9;12;1
31;35;1;7;10;7;0
31;35;1;28;11;28;0
31;35;1;13;12;13;0
31;35;1;29;13;29;0
31;35;1;13;14;13;0
31;35;1;15;15;14;1
31;35;1;7;16;6;1
31;35;1;15;17;12;3
31;35;1;13;18;13;0
31;35;1;4;19;4;0
31;35;1;7;20;5;2
32;35;1;3;7;0;3
32;35;1;4;8;4;0
32;35;1;5;9;5;0
32;35;1;7;10;7;0
32;35;1;7;11;6;1
32;35;1;5;12;4;1
32;35;1;8;13;7;1
32;35;1;11;14;11;0
32;35;1;9;15;8;1
32;35;1;7;16;7;0
32;35;1;12;17;10;2
32;35;1;8;18;8;0
32;35;1;8;19;4;4
32;35;1;7;20;4;3
33;35;1;2;5;2;0
33;35;1;1;6;1;0
33;35;1;1;7;1;0
33;35;1;4;8;4;0
33;35;1;2;9;2;0
33;35;1;1;11;1;0
33;35;1;1;12;1;0
33;35;1;2;13;2;0
34;35;1;1;4;0;1
34;35;1;1;5;0;1
34;35;1;7;6;6;1
34;35;1;6;7;3;3
34;35;1;10;8;8;2
34;35;1;8;9;4;4
34;35;1;21;10;14;7
34;35;1;11;11;7;4
34;35;1;8;12;4;4
34;35;1;11;13;4;7
34;35;1;23;14;10;13
34;35;1;28;15;8;20
34;35;1;9;16;4;5
34;35;1;22;17;6;16
34;35;1;17;18;6;11
34;35;1;13;19;10;3
34;35;1;24;20;14;10
35;35;1;3;5;2;1
35;35;1;6;6;6;0
35;35;1;5;7;4;1
35;35;1;3;8;3;0
35;35;1;4;9;4;0
35;35;1;10;10;10;0
35;35;1;10;11;10;0
35;35;1;14;12;14;0
35;35;1;7;13;7;0
35;35;1;9;14;9;0
35;35;1;11;15;11;0
35;35;1;4;16;4;0
35;35;1;7;17;7;0
35;35;1;5;18;5;0
35;35;1;6;19;6;0
35;35;1;18;20;18;0
36;35;1;1;3;1;0
36;35;1;5;4;5;0
36;35;1;2;5;2;0
36;35;1;2;6;2;0
36;35;1;4;7;4;0
36;35;1;4;8;4;0
36;35;1;10;9;10;0
36;35;1;15;10;15;0
36;35;1;30;11;30;0
36;35;1;21;12;20;1
36;35;1;26;13;26;0
36;35;1;21;14;21;0
36;35;1;27;15;27;0
36;35;1;20;16;20;0
36;35;1;13;17;13;0
36;35;1;19;18;19;0
36;35;1;9;19;9;0
36;35;1;17;20;17;0
37;35;1;5;4;4;1
37;35;1;2;5;2;0
37;35;1;6;6;5;1
37;35;1;6;7;5;1
37;35;1;7;8;6;1
37;35;1;4;9;4;0
37;35;1;5;10;4;1
37;35;1;7;11;3;4
37;35;1;3;12;1;2
37;35;1;5;13;3;2
37;35;1;5;14;5;0
37;35;1;12;15;9;3
37;35;1;4;16;2;2
37;35;1;10;17;7;3
37;35;1;11;18;6;5
37;35;1;15;19;12;3
37;35;1;30;20;29;1
38;35;1;4;1;4;0
38;35;1;6;2;6;0
38;35;1;6;3;6;0
38;35;1;8;4;8;0
38;35;1;10;5;10;0
38;35;1;5;6;5;0
38;35;1;12;7;12;0
38;35;1;2;8;2;0
38;35;1;12;9;12;0
38;35;1;12;10;12;0
38;35;1;12;11;12;0
38;35;1;15;12;15;0
38;35;1;14;13;14;0
38;35;1;7;14;7;0
38;35;1;6;15;6;0
38;35;1;5;16;5;0
38;35;1;4;17;4;0
38;35;1;11;18;11;0
38;35;1;8;19;8;0
38;35;1;12;20;12;0
39;35;1;1;1;1;0
39;35;1;7;9;7;0
39;35;1;11;10;11;0
39;35;1;11;11;10;1
39;35;1;24;12;24;0
39;35;1;27;13;26;1
39;35;1;18;14;17;1
39;35;1;15;15;15;0
39;35;1;16;16;16;0
39;35;1;22;17;22;0
39;35;1;29;18;28;1
39;35;1;17;19;17;0
39;35;1;15;20;15;0
40;35;1;1;2;1;0
40;35;1;1;3;1;0
40;35;1;1;4;1;0
40;35;1;2;5;2;0
40;35;1;7;6;7;0
40;35;1;3;7;3;0
40;35;1;4;8;4;0
40;35;1;8;9;8;0
40;35;1;13;10;13;0
40;35;1;10;11;10;0
40;35;1;12;12;12;0
40;35;1;6;13;6;0
40;35;1;9;14;9;0
40;35;1;11;15;11;0
40;35;1;10;16;10;0
40;35;1;2;17;2;0
40;35;1;5;18;5;0
40;35;1;12;19;12;0
40;35;1;20;20;20;0
41;35;1;2;7;1;1
41;35;1;1;8;1;0
41;35;1;2;9;2;0
41;35;1;1;12;0;1
41;35;1;1;14;1;0
41;35;1;7;16;7;0
41;35;1;2;17;2;0
41;35;1;2;18;2;0
41;35;1;4;19;4;0
41;35;1;8;20;8;0
42;35;1;1;18;0;1
43;35;1;1;2;0;1
43;35;1;1;3;1;0
43;35;1;2;4;1;1
43;35;1;2;5;0;2
43;35;1;2;6;0;2
43;35;1;1;7;0;1
43;35;1;3;8;2;1
43;35;1;1;9;1;0
43;35;1;6;10;6;0
43;35;1;9;11;7;2
43;35;1;8;12;8;0
43;35;1;6;13;3;3
43;35;1;13;14;10;3
43;35;1;10;15;9;1
43;35;1;6;16;5;1
43;35;1;6;17;3;3
43;35;1;2;18;1;1
43;35;1;5;19;3;2
43;35;1;8;20;1;7
44;35;1;4;5;4;0
44;35;1;6;6;6;0
44;35;1;15;7;15;0
44;35;1;17;8;17;0
44;35;1;20;9;20;0
44;35;1;19;10;19;0
44;35;1;14;11;14;0
44;35;1;8;12;8;0
44;35;1;9;13;9;0
44;35;1;4;14;4;0
44;35;1;19;15;18;1
44;35;1;10;16;10;0
44;35;1;24;17;24;0
44;35;1;21;18;21;0
44;35;1;18;19;18;0
44;35;1;18;20;18;0
