estaca;Area;Esfuerzo;size;distancia;m;c
25;35;1;3;12;3;0
25;35;1;5;13;5;0
25;35;1;5;14;4;1
25;35;1;6;15;6;0
25;35;1;13;16;13;0
25;35;1;19;17;16;3
25;35;1;11;18;11;0
25;35;1;10;19;9;1
25;35;1;7;20;7;0
26;35;1;1;4;1;0
26;35;1;5;5;5;0
26;35;1;2;6;2;0
26;35;1;7;7;7;0
26;35;1;4;8;4;0
26;35;1;6;9;6;0
26;35;1;6;10;6;0
26;35;1;4;11;3;1
26;35;1;2;12;1;1
26;35;1;1;14;0;1
26;35;1;4;16;4;0
26;35;1;3;17;3;0
26;35;1;4;18;4;0
26;35;1;5;19;5;0
26;35;1;11;20;11;0
27;35;1;2;4;2;0
27;35;1;5;5;5;0
27;35;1;2;6;2;0
27;35;1;3;7;3;0
27;35;1;5;8;5;0
27;35;1;6;9;6;0
27;35;1;6;10;6;0
27;35;1;4;11;4;0
27;35;1;5;12;5;0
27;35;1;9;13;8;1
27;35;1;10;14;10;0
27;35;1;18;18;18;0
27;35;1;12;19;12;0
27;35;1;20;20;19;1
28;35;1;4;3;4;0
28;35;1;1;4;1;0
28;35;1;6;5;6;0
28;35;1;7;6;7;0
28;35;1;9;7;9;0
28;35;1;15;8;15;0
28;35;1;7;9;7;0
28;35;1;15;10;15;0
28;35;1;4;11;3;1
28;35;1;11;12;9;2
28;35;1;8;13;5;3
28;35;1;9;14;6;3
28;35;1;4;15;4;0
28;35;1;8;16;6;2
28;35;1;6;17;6;0
28;35;1;10;18;5;5
28;35;1;5;19;2;3
28;35;1;21;20;18;3
29;35;1;3;4;3;0
29;35;1;6;5;6;0
29;35;1;3;6;3;0
29;35;1;2;8;2;0
29;35;1;6;9;5;1
29;35;1;7;10;7;0
29;35;1;17;11;16;1
29;35;1;22;12;18;4
29;35;1;28;13;25;3
29;35;1;17;14;14;3
29;35;1;17;15;15;2
29;35;1;25;16;23;2
29;35;1;21;17;16;5
29;35;1;24;18;18;6
29;35;1;28;19;21;7
29;35;1;35;20;20;15
30;35;1;1;1;1;0
30;35;1;1;3;1;0
30;35;1;1;4;1;0
30;35;1;4;5;4;0
30;35;1;8;6;8;0
30;35;1;6;7;6;0
30;35;1;7;8;7;0
30;35;1;13;9;13;0
30;35;1;6;10;6;0
30;35;1;11;11;5;6
30;35;1;21;12;15;6
30;35;1;16;13;13;3
30;35;1;17;14;14;3
30;35;1;23;15;20;3
30;35;1;17;16;14;3
30;35;1;30;17;25;5
30;35;1;29;18;27;2
30;35;1;38;19;33;5
30;35;1;19;20;15;4
31;35;1;4;4;4;0
31;35;1;4;5;4;0
31;35;1;13;6;12;1
31;35;1;14;7;14;0
31;35;1;8;8;8;0
31;35;1;16;9;15;1
31;35;1;16;10;14;2
31;35;1;11;11;11;0
31;35;1;28;12;28;0
31;35;1;30;13;28;2
31;35;1;37;14;35;2
31;35;1;16;15;13;3
31;35;1;9;16;8;1
31;35;1;16;17;14;2
31;35;1;11;18;8;3
31;35;1;10;19;8;2
31;35;1;18;20;8;10
32;35;1;1;7;1;0
32;35;1;3;8;1;2
32;35;1;7;9;6;1
32;35;1;11;10;11;0
32;35;1;5;11;4;1
32;35;1;9;12;7;2
32;35;1;10;13;9;1
32;35;1;12;14;11;1
32;35;1;13;15;12;1
32;35;1;9;16;7;2
32;35;1;5;17;5;0
32;35;1;16;18;12;4
32;35;1;6;19;2;4
32;35;1;8;20;6;2
33;35;1;2;5;2;0
33;35;1;4;6;4;0
33;35;1;3;7;3;0
33;35;1;1;8;1;0
33;35;1;5;9;5;0
33;35;1;1;10;1;0
33;35;1;2;12;2;0
33;35;1;3;13;3;0
33;35;1;2;14;2;0
33;35;1;1;18;1;0
34;35;1;1;4;0;1
34;35;1;7;5;6;1
34;35;1;4;6;4;0
34;35;1;17;7;16;1
34;35;1;7;8;5;2
34;35;1;12;9;5;7
34;35;1;16;10;12;4
34;35;1;8;11;5;3
34;35;1;24;12;15;9
34;35;1;16;13;9;7
34;35;1;23;14;13;10
34;35;1;9;15;7;2
34;35;1;21;16;10;11
34;35;1;30;17;17;13
34;35;1;17;18;10;7
34;35;1;21;19;12;9
34;35;1;21;20;16;5
35;35;1;1;1;1;0
35;35;1;2;2;2;0
35;35;1;2;3;2;0
35;35;1;4;4;4;0
35;35;1;4;5;4;0
35;35;1;4;6;4;0
35;35;1;6;7;6;0
35;35;1;6;8;6;0
35;35;1;1;9;1;0
35;35;1;5;10;4;1
35;35;1;6;11;6;0
35;35;1;6;12;6;0
35;35;1;4;13;4;0
35;35;1;7;14;7;0
35;35;1;8;15;8;0
35;35;1;6;16;6;0
35;35;1;7;17;7;0
35;35;1;9;18;9;0
35;35;1;6;19;6;0
35;35;1;16;20;16;0
36;35;1;1;3;1;0
36;35;1;5;4;5;0
36;35;1;2;5;2;0
36;35;1;4;6;4;0
36;35;1;3;7;3;0
36;35;1;5;8;5;0
36;35;1;8;9;8;0
36;35;1;12;10;12;0
36;35;1;20;11;20;0
36;35;1;21;12;21;0
36;35;1;28;13;28;0
36;35;1;32;14;32;0
36;35;1;24;15;24;0
36;35;1;28;16;28;0
36;35;1;21;17;21;0
36;35;1;26;18;26;0
36;35;1;23;19;23;0
36;35;1;26;20;26;0
37;35;1;3;3;3;0
37;35;1;5;4;5;0
37;35;1;3;5;3;0
37;35;1;2;6;2;0
37;35;1;3;7;2;1
37;35;1;5;8;4;1
37;35;1;6;9;6;0
37;35;1;6;10;4;2
37;35;1;15;11;6;9
37;35;1;5;12;2;3
37;35;1;6;13;3;3
37;35;1;9;14;7;2
37;35;1;5;15;1;4
37;35;1;13;16;11;2
37;35;1;13;17;4;9
37;35;1;20;18;13;7
37;35;1;19;19;15;4
37;35;1;40;20;32;8
38;35;1;3;3;2;1
38;35;1;8;4;8;0
38;35;1;4;5;4;0
38;35;1;14;6;14;0
38;35;1;13;7;13;0
38;35;1;8;8;8;0
38;35;1;8;9;8;0
38;35;1;14;10;14;0
38;35;1;22;11;22;0
38;35;1;14;12;14;0
38;35;1;12;13;11;1
38;35;1;11;14;11;0
38;35;1;10;15;10;0
38;35;1;5;16;5;0
38;35;1;6;17;6;0
38;35;1;7;18;7;0
38;35;1;16;19;15;1
38;35;1;19;20;19;0
39;35;1;1;3;1;0
39;35;1;1;8;1;0
39;35;1;11;9;11;0
39;35;1;13;10;12;1
39;35;1;16;11;14;2
39;35;1;21;12;21;0
39;35;1;23;13;21;2
39;35;1;17;14;15;2
39;35;1;21;15;17;4
39;35;1;30;16;25;5
39;35;1;16;17;16;0
39;35;1;21;18;20;1
39;35;1;20;19;19;1
39;35;1;19;20;19;0
40;35;1;1;3;1;0
40;35;1;2;4;2;0
40;35;1;2;5;2;0
40;35;1;4;6;4;0
40;35;1;1;8;1;0
40;35;1;5;9;5;0
40;35;1;12;10;12;0
40;35;1;10;11;10;0
40;35;1;26;12;26;0
40;35;1;29;13;29;0
40;35;1;18;14;18;0
40;35;1;9;15;9;0
40;35;1;11;16;11;0
40;35;1;20;17;20;0
40;35;1;9;18;9;0
40;35;1;14;19;14;0
40;35;1;20;20;20;0
41;35;1;1;4;1;0
41;35;1;3;7;1;2
41;35;1;4;8;4;0
41;35;1;3;9;2;1
41;35;1;2;10;1;1
41;35;1;1;12;0;1
41;35;1;1;14;1;0
41;35;1;2;15;2;0
41;35;1;2;16;2;0
41;35;1;3;17;3;0
41;35;1;7;18;7;0
41;35;1;3;19;3;0
41;35;1;6;20;6;0
42;35;1;2;14;2;0
42;35;1;1;17;1;0
42;35;1;1;18;0;1
42;35;1;1;20;0;1
43;35;1;1;7;0;1
43;35;1;1;8;1;0
43;35;1;1;9;1;0
43;35;1;3;10;3;0
43;35;1;11;11;11;0
43;35;1;10;12;10;0
43;35;1;14;13;14;0
43;35;1;18;14;18;0
43;35;1;8;15;8;0
43;35;1;10;16;10;0
43;35;1;8;17;8;0
43;35;1;6;18;6;0
43;35;1;4;19;4;0
43;35;1;5;20;5;0
44;35;1;5;5;5;0
44;35;1;12;6;12;0
44;35;1;27;7;27;0
44;35;1;15;8;15;0
44;35;1;29;9;29;0
44;35;1;19;10;18;1
44;35;1;18;11;18;0
44;35;1;11;12;11;0
44;35;1;6;13;6;0
44;35;1;9;14;9;0
44;35;1;10;15;10;0
44;35;1;13;16;13;0
44;35;1;33;17;32;1
44;35;1;25;18;25;0
44;35;1;22;19;22;0
44;35;1;20;20;20;0
