estaca;Area;Esfuerzo;size;distancia;m;c
32;41,8421;1;12;13;9;3
32;41,8421;1;10;14;10;0
32;41,8421;1;12;15;11;1
32;41,8421;1;10;16;10;0
32;41,8421;1;10;17;10;0
32;41,8421;1;8;18;7;1
32;41,8421;1;9;19;8;1
32;41,8421;1;11;20;7;4
33;41,8421;1;1;4;1;0
33;41,8421;1;1;5;1;0
33;41,8421;1;1;6;1;0
33;41,8421;1;8;7;8;0
33;41,8421;1;3;11;3;0
33;41,8421;1;4;12;4;0
33;41,8421;1;1;13;1;0
33;41,8421;1;3;14;3;0
33;41,8421;1;4;15;4;0
33;41,8421;1;2;19;2;0
34;41,8421;1;1;2;0;1
34;41,8421;1;3;3;0;3
34;41,8421;1;2;4;1;1
34;41,8421;1;4;5;3;1
34;41,8421;1;1;6;0;1
34;41,8421;1;8;7;3;5
34;41,8421;1;11;8;7;4
34;41,8421;1;11;9;2;9
34;41,8421;1;15;10;6;9
34;41,8421;1;15;11;9;6
34;41,8421;1;10;12;5;5
34;41,8421;1;6;13;1;5
34;41,8421;1;17;14;5;12
34;41,8421;1;18;15;7;11
34;41,8421;1;20;16;8;12
34;41,8421;1;17;17;8;9
34;41,8421;1;20;18;13;7
34;41,8421;1;14;19;4;10
34;41,8421;1;20;20;11;9
35;41,8421;1;2;1;0;2
35;41,8421;1;4;4;4;0
35;41,8421;1;3;5;2;1
35;41,8421;1;5;6;3;2
35;41,8421;1;5;7;5;0
35;41,8421;1;9;8;2;7
35;41,8421;1;8;9;2;6
35;41,8421;1;6;10;3;3
35;41,8421;1;5;11;1;4
35;41,8421;1;3;12;2;1
35;41,8421;1;4;13;2;2
35;41,8421;1;5;14;5;0
35;41,8421;1;13;15;11;2
35;41,8421;1;13;16;12;1
35;41,8421;1;15;17;14;1
35;41,8421;1;12;18;12;0
35;41,8421;1;7;19;3;4
35;41,8421;1;17;20;13;4
36;41,8421;1;2;4;2;0
36;41,8421;1;2;5;2;0
36;41,8421;1;3;6;2;1
36;41,8421;1;4;7;3;1
36;41,8421;1;3;8;3;0
36;41,8421;1;5;9;5;0
36;41,8421;1;11;10;10;1
36;41,8421;1;19;11;18;1
36;41,8421;1;25;12;23;2
36;41,8421;1;27;13;24;3
36;41,8421;1;25;14;20;5
36;41,8421;1;22;15;17;5
36;41,8421;1;26;16;23;3
36;41,8421;1;18;17;17;1
36;41,8421;1;25;18;20;5
36;41,8421;1;23;19;18;5
36;41,8421;1;15;20;14;1
37;41,8421;1;2;3;1;1
37;41,8421;1;6;4;6;0
37;41,8421;1;5;5;3;2
37;41,8421;1;3;6;2;1
37;41,8421;1;6;7;5;1
37;41,8421;1;8;8;3;5
37;41,8421;1;11;9;3;8
37;41,8421;1;7;10;5;2
37;41,8421;1;4;11;2;2
37;41,8421;1;5;12;0;5
37;41,8421;1;8;13;2;6
37;41,8421;1;4;14;0;4
37;41,8421;1;9;15;3;6
37;41,8421;1;8;16;4;4
37;41,8421;1;6;17;4;2
37;41,8421;1;3;18;2;1
37;41,8421;1;16;19;13;3
37;41,8421;1;25;20;17;8
38;41,8421;1;3;2;3;0
38;41,8421;1;7;3;6;1
38;41,8421;1;7;5;4;3
38;41,8421;1;8;6;6;2
38;41,8421;1;10;7;7;3
38;41,8421;1;7;8;4;3
38;41,8421;1;10;9;2;8
38;41,8421;1;12;10;11;1
38;41,8421;1;14;11;7;7
38;41,8421;1;20;12;15;5
38;41,8421;1;18;13;11;7
38;41,8421;1;13;14;10;3
38;41,8421;1;16;15;13;3
38;41,8421;1;6;16;6;0
38;41,8421;1;8;17;7;1
38;41,8421;1;7;18;7;0
38;41,8421;1;8;19;7;1
38;41,8421;1;7;20;7;0
39;41,8421;1;1;3;1;0
39;41,8421;1;1;4;1;0
39;41,8421;1;2;5;1;1
39;41,8421;1;1;6;1;0
39;41,8421;1;1;7;1;0
39;41,8421;1;3;8;3;0
39;41,8421;1;9;9;9;0
39;41,8421;1;5;10;5;0
39;41,8421;1;11;11;10;1
39;41,8421;1;13;12;13;0
39;41,8421;1;8;13;8;0
39;41,8421;1;9;14;8;1
39;41,8421;1;14;15;11;3
39;41,8421;1;21;16;21;0
39;41,8421;1;21;17;19;2
39;41,8421;1;31;18;25;6
39;41,8421;1;24;19;24;0
39;41,8421;1;24;20;23;1
40;41,8421;1;1;3;1;0
40;41,8421;1;1;4;1;0
40;41,8421;1;2;5;2;0
40;41,8421;1;1;6;1;0
40;41,8421;1;1;7;0;1
40;41,8421;1;5;8;4;1
40;41,8421;1;3;9;3;0
40;41,8421;1;9;10;7;2
40;41,8421;1;8;11;6;2
40;41,8421;1;11;12;11;0
40;41,8421;1;10;13;10;0
40;41,8421;1;14;14;13;1
40;41,8421;1;6;15;6;0
40;41,8421;1;5;16;5;0
40;41,8421;1;7;17;7;0
40;41,8421;1;8;18;8;0
40;41,8421;1;8;19;7;1
40;41,8421;1;14;20;14;0
41;41,8421;1;1;12;1;0
41;41,8421;1;1;15;1;0
41;41,8421;1;1;18;1;0
41;41,8421;1;1;19;1;0
41;41,8421;1;1;20;1;0
42;41,8421;1;0;21;0;0
43;41,8421;1;1;1;1;0
43;41,8421;1;1;3;0;1
43;41,8421;1;1;5;0;1
43;41,8421;1;2;6;0;2
43;41,8421;1;2;7;0;2
43;41,8421;1;3;8;0;3
43;41,8421;1;1;9;1;0
43;41,8421;1;6;10;4;2
43;41,8421;1;9;11;5;4
43;41,8421;1;11;12;7;4
43;41,8421;1;7;13;5;2
43;41,8421;1;7;14;5;2
43;41,8421;1;11;15;6;5
43;41,8421;1;11;16;7;4
43;41,8421;1;8;17;4;4
43;41,8421;1;3;18;1;2
43;41,8421;1;8;19;7;1
43;41,8421;1;8;20;3;5
44;41,8421;1;4;5;4;0
44;41,8421;1;6;6;6;0
44;41,8421;1;7;7;7;0
44;41,8421;1;2;8;2;0
44;41,8421;1;11;9;11;0
44;41,8421;1;23;10;23;0
44;41,8421;1;17;11;17;0
44;41,8421;1;17;12;17;0
44;41,8421;1;21;13;21;0
44;41,8421;1;15;14;15;0
44;41,8421;1;4;15;4;0
44;41,8421;1;9;16;9;0
44;41,8421;1;10;17;10;0
44;41,8421;1;16;18;16;0
44;41,8421;1;29;19;28;1
44;41,8421;1;23;20;23;0
