estaca;area;esfuerzo;size;distancia;mata;cueva;ano;mes ;dia;semana;cant_obs
15;35,3012;1;18;20;16;2;2017;;;;
16;35,3012;1;2;4;0;2;2017;;;;
16;35,3012;1;10;5;0;10;2017;;;;
16;35,3012;1;5;6;0;5;2017;;;;
16;35,3012;1;5;7;0;5;2017;;;;
16;35,3012;1;7;8;0;7;2017;;;;
16;35,3012;1;11;9;0;11;2017;;;;
16;35,3012;1;11;10;0;11;2017;;;;
16;35,3012;1;15;11;7;8;2017;;;;
16;35,3012;1;6;12;2;4;2017;;;;
16;35,3012;1;18;13;10;8;2017;;;;
16;35,3012;1;19;14;5;14;2017;;;;
16;35,3012;1;28;15;7;21;2017;;;;
16;35,3012;1;11;16;0;11;2017;;;;
16;35,3012;1;18;17;0;18;2017;;;;
16;35,3012;1;10;18;0;10;2017;;;;
16;35,3012;1;12;19;0;12;2017;;;;
16;35,3012;1;12;20;0;12;2017;;;;
17;35,3012;1;3;5;1;2;2017;;;;
17;35,3012;1;2;6;2;0;2017;;;;
17;35,3012;1;7;7;7;0;2017;;;;
17;35,3012;1;10;8;8;2;2017;;;;
17;35,3012;1;10;9;7;3;2017;;;;
17;35,3012;1;6;10;4;2;2017;;;;
17;35,3012;1;11;11;9;2;2017;;;;
17;35,3012;1;16;12;12;4;2017;;;;
17;35,3012;1;15;13;12;3;2017;;;;
17;35,3012;1;22;14;18;4;2017;;;;
17;35,3012;1;21;15;18;3;2017;;;;
17;35,3012;1;17;16;11;6;2017;;;;
17;35,3012;1;27;17;23;4;2017;;;;
17;35,3012;1;18;18;15;3;2017;;;;
17;35,3012;1;14;19;14;0;2017;;;;
17;35,3012;1;15;20;10;5;2017;;;;
18;35,3012;1;7;1;7;0;2017;;;;
18;35,3012;1;5;2;5;0;2017;;;;
18;35,3012;1;4;3;4;0;2017;;;;
18;35,3012;1;3;4;3;0;2017;;;;
18;35,3012;1;2;5;2;0;2017;;;;
18;35,3012;1;2;6;2;0;2017;;;;
18;35,3012;1;2;7;2;0;2017;;;;
18;35,3012;1;4;8;4;0;2017;;;;
18;35,3012;1;3;9;3;0;2017;;;;
18;35,3012;1;6;10;6;0;2017;;;;
18;35,3012;1;9;11;9;0;2017;;;;
18;35,3012;1;17;12;17;0;2017;;;;
18;35,3012;1;10;13;10;0;2017;;;;
18;35,3012;1;20;14;20;0;2017;;;;
18;35,3012;1;21;15;21;0;2017;;;;
18;35,3012;1;11;16;11;0;2017;;;;
18;35,3012;1;23;17;22;1;2017;;;;
18;35,3012;1;8;18;6;2;2017;;;;
18;35,3012;1;10;19;7;3;2017;;;;
18;35,3012;1;11;20;10;1;2017;;;;
19;35,3012;1;2;2;2;0;2017;;;;
19;35,3012;1;2;3;2;0;2017;;;;
19;35,3012;1;5;4;5;0;2017;;;;
19;35,3012;1;3;5;3;0;2017;;;;
19;35,3012;1;2;6;2;0;2017;;;;
19;35,3012;1;2;7;2;0;2017;;;;
19;35,3012;1;1;8;1;0;2017;;;;
19;35,3012;1;7;9;7;0;2017;;;;
19;35,3012;1;2;10;2;0;2017;;;;
19;35,3012;1;4;11;4;0;2017;;;;
19;35,3012;1;2;12;1;1;2017;;;;
19;35,3012;1;7;13;7;0;2017;;;;
19;35,3012;1;1;14;0;1;2017;;;;
19;35,3012;1;6;15;5;1;2017;;;;
19;35,3012;1;7;16;7;0;2017;;;;
19;35,3012;1;13;17;13;0;2017;;;;
19;35,3012;1;13;18;10;3;2017;;;;
19;35,3012;1;16;19;15;1;2017;;;;
19;35,3012;1;27;20;27;0;2017;;;;
20;35,3012;1;1;4;1;0;2017;;;;
20;35,3012;1;4;5;4;0;2017;;;;
20;35,3012;1;6;6;6;0;2017;;;;
20;35,3012;1;4;7;4;0;2017;;;;
20;35,3012;1;3;8;3;0;2017;;;;
20;35,3012;1;7;12;7;0;2017;;;;
20;35,3012;1;13;13;13;0;2017;;;;
20;35,3012;1;9;14;9;0;2017;;;;
20;35,3012;1;16;15;16;0;2017;;;;
20;35,3012;1;16;16;16;0;2017;;;;
20;35,3012;1;14;17;14;0;2017;;;;
20;35,3012;1;14;18;14;0;2017;;;;
20;35,3012;1;14;19;14;0;2017;;;;
20;35,3012;1;18;20;18;0;2017;;;;
21;35,3012;1;12;2;12;0;2017;;;;
21;35,3012;1;12;3;12;0;2017;;;;
21;35,3012;1;10;4;10;0;2017;;;;
21;35,3012;1;15;5;15;0;2017;;;;
21;35,3012;1;11;6;11;0;2017;;;;
21;35,3012;1;17;7;17;0;2017;;;;
21;35,3012;1;18;8;17;1;2017;;;;
21;35,3012;1;16;9;16;0;2017;;;;
21;35,3012;1;13;10;13;0;2017;;;;
21;35,3012;1;15;11;15;0;2017;;;;
21;35,3012;1;12;12;12;0;2017;;;;
21;35,3012;1;19;13;19;0;2017;;;;
21;35,3012;1;17;14;17;0;2017;;;;
21;35,3012;1;7;15;7;0;2017;;;;
21;35,3012;1;8;16;8;0;2017;;;;
21;35,3012;1;8;17;8;0;2017;;;;
21;35,3012;1;12;18;12;0;2017;;;;
21;35,3012;1;9;19;9;0;2017;;;;
21;35,3012;1;13;20;13;0;2017;;;;
22;35,3012;1;3;3;3;0;2017;;;;
22;35,3012;1;7;4;7;0;2017;;;;
22;35,3012;1;10;5;10;0;2017;;;;
22;35,3012;1;3;6;3;0;2017;;;;
22;35,3012;1;3;7;2;1;2017;;;;
22;35,3012;1;8;8;6;2;2017;;;;
22;35,3012;1;7;9;6;1;2017;;;;
22;35,3012;1;13;10;13;0;2017;;;;
22;35,3012;1;10;11;9;1;2017;;;;
22;35,3012;1;8;12;6;2;2017;;;;
22;35,3012;1;6;13;6;0;2017;;;;
22;35,3012;1;14;14;9;5;2017;;;;
22;35,3012;1;15;15;12;3;2017;;;;
22;35,3012;1;17;16;11;6;2017;;;;
22;35,3012;1;15;17;11;4;2017;;;;
22;35,3012;1;17;18;16;1;2017;;;;
22;35,3012;1;11;19;9;2;2017;;;;
22;35,3012;1;22;20;19;3;2017;;;;
23;35,3012;1;5;6;5;0;2017;;;;
23;35,3012;1;2;7;2;0;2017;;;;
23;35,3012;1;5;8;4;1;2017;;;;
23;35,3012;1;4;9;3;1;2017;;;;
23;35,3012;1;3;10;3;0;2017;;;;
23;35,3012;1;9;11;9;0;2017;;;;
23;35,3012;1;15;12;14;1;2017;;;;
23;35,3012;1;7;13;6;1;2017;;;;
23;35,3012;1;18;14;16;2;2017;;;;
23;35,3012;1;15;15;15;0;2017;;;;
23;35,3012;1;7;16;7;0;2017;;;;
23;35,3012;1;17;17;17;0;2017;;;;
23;35,3012;1;15;18;15;0;2017;;;;
23;35,3012;1;15;19;15;0;2017;;;;
23;35,3012;1;12;20;12;0;2017;;;;
24;35,3012;1;3;2;3;0;2017;;;;
24;35,3012;1;3;3;2;1;2017;;;;
24;35,3012;1;2;4;2;0;2017;;;;
24;35,3012;1;3;5;3;0;2017;;;;
24;35,3012;1;7;6;7;0;2017;;;;
24;35,3012;1;5;7;5;0;2017;;;;
24;35,3012;1;16;8;14;2;2017;;;;
24;35,3012;1;9;9;9;0;2017;;;;
24;35,3012;1;11;10;11;0;2017;;;;
24;35,3012;1;16;11;16;0;2017;;;;
24;35,3012;1;14;12;13;1;2017;;;;
24;35,3012;1;4;13;4;0;2017;;;;
24;35,3012;1;7;14;7;0;2017;;;;
24;35,3012;1;15;15;15;0;2017;;;;
24;35,3012;1;8;16;8;0;2017;;;;
24;35,3012;1;13;17;11;2;2017;;;;
24;35,3012;1;13;18;12;1;2017;;;;
24;35,3012;1;15;19;13;2;2017;;;;
24;35,3012;1;21;20;16;5;2017;;;;
25;35,3012;1;1;1;1;0;2017;;;;
25;35,3012;1;1;2;1;0;2017;;;;
25;35,3012;1;1;5;1;0;2017;;;;
25;35,3012;1;1;7;1;0;2017;;;;
25;35,3012;1;3;8;3;0;2017;;;;
25;35,3012;1;2;9;2;0;2017;;;;
25;35,3012;1;4;10;4;0;2017;;;;
25;35,3012;1;6;11;6;0;2017;;;;
25;35,3012;1;4;12;3;1;2017;;;;
25;35,3012;1;4;13;4;0;2017;;;;
25;35,3012;1;5;14;4;1;2017;;;;
25;35,3012;1;8;15;8;0;2017;;;;
25;35,3012;1;10;16;10;0;2017;;;;
25;35,3012;1;14;17;14;0;2017;;;;
25;35,3012;1;18;18;17;1;2017;;;;
25;35,3012;1;4;19;3;1;2017;;;;
25;35,3012;1;7;20;6;1;2017;;;;
26;35,3012;1;2;4;2;0;2017;;;;
26;35,3012;1;2;5;2;0;2017;;;;
26;35,3012;1;8;6;8;0;2017;;;;
26;35,3012;1;7;7;7;0;2017;;;;
26;35,3012;1;4;8;4;0;2017;;;;
26;35,3012;1;7;9;7;0;2017;;;;
26;35,3012;1;4;10;4;0;2017;;;;
26;35,3012;1;2;11;2;0;2017;;;;
26;35,3012;1;4;12;4;0;2017;;;;
26;35,3012;1;1;13;1;0;2017;;;;
26;35,3012;1;2;14;1;1;2017;;;;
26;35,3012;1;4;16;4;0;2017;;;;
26;35,3012;1;4;17;4;0;2017;;;;
26;35,3012;1;2;18;2;0;2017;;;;
26;35,3012;1;6;19;6;0;2017;;;;
26;35,3012;1;6;20;6;0;2017;;;;
27;35,3012;1;3;4;3;0;2017;;;;
27;35,3012;1;1;5;1;0;2017;;;;
27;35,3012;1;3;6;3;0;2017;;;;
27;35,3012;1;4;7;4;0;2017;;;;
27;35,3012;1;8;8;8;0;2017;;;;
27;35,3012;1;4;9;4;0;2017;;;;
27;35,3012;1;5;10;5;0;2017;;;;
27;35,3012;1;3;11;3;0;2017;;;;
27;35,3012;1;3;12;3;0;2017;;;;
27;35,3012;1;6;13;6;0;2017;;;;
27;35,3012;1;13;14;13;0;2017;;;;
27;35,3012;1;8;15;8;0;2017;;;;
27;35,3012;1;15;16;15;0;2017;;;;
27;35,3012;1;8;17;8;0;2017;;;;
27;35,3012;1;9;18;8;1;2017;;;;
27;35,3012;1;3;19;3;0;2017;;;;
27;35,3012;1;9;20;8;1;2017;;;;
28;35,3012;1;2;3;2;0;2017;;;;
28;35,3012;1;1;4;1;0;2017;;;;
28;35,3012;1;5;5;5;0;2017;;;;
28;35,3012;1;4;6;3;1;2017;;;;
28;35,3012;1;7;7;5;2;2017;;;;
28;35,3012;1;15;8;14;1;2017;;;;
28;35,3012;1;7;9;7;0;2017;;;;
28;35,3012;1;7;10;7;0;2017;;;;
28;35,3012;1;8;11;7;1;2017;;;;
28;35,3012;1;5;12;2;3;2017;;;;
28;35,3012;1;5;13;2;3;2017;;;;
28;35,3012;1;3;14;3;0;2017;;;;
28;35,3012;1;9;15;8;1;2017;;;;
28;35,3012;1;10;16;8;2;2017;;;;
28;35,3012;1;7;17;6;1;2017;;;;
28;35,3012;1;6;18;6;0;2017;;;;
28;35,3012;1;10;19;9;1;2017;;;;
28;35,3012;1;16;20;16;0;2017;;;;
29;35,3012;1;1;4;1;0;2017;;;;
29;35,3012;1;2;5;2;0;2017;;;;
29;35,3012;1;4;6;4;0;2017;;;;
29;35,3012;1;2;7;2;0;2017;;;;
29;35,3012;1;3;8;3;0;2017;;;;
29;35,3012;1;5;9;5;0;2017;;;;
29;35,3012;1;8;10;7;1;2017;;;;
29;35,3012;1;10;11;9;1;2017;;;;
29;35,3012;1;15;12;15;0;2017;;;;
29;35,3012;1;13;13;13;0;2017;;;;
29;35,3012;1;6;14;6;0;2017;;;;
29;35,3012;1;28;15;28;0;2017;;;;
29;35,3012;1;35;16;34;1;2017;;;;
29;35,3012;1;19;17;18;1;2017;;;;
29;35,3012;1;26;18;26;0;2017;;;;
29;35,3012;1;17;19;17;0;2017;;;;
29;35,3012;1;12;20;9;3;2017;;;;
30;35,3012;1;1;4;1;0;2017;;;;
30;35,3012;1;4;6;4;0;2017;;;;
30;35,3012;1;4;7;4;0;2017;;;;
30;35,3012;1;7;8;6;1;2017;;;;
30;35,3012;1;12;9;12;0;2017;;;;
30;35,3012;1;14;10;12;2;2017;;;;
30;35,3012;1;10;11;8;2;2017;;;;
30;35,3012;1;11;12;10;1;2017;;;;
30;35,3012;1;19;13;16;3;2017;;;;
30;35,3012;1;8;14;8;0;2017;;;;
30;35,3012;1;19;15;19;0;2017;;;;
30;35,3012;1;14;16;13;1;2017;;;;
30;35,3012;1;33;17;29;4;2017;;;;
30;35,3012;1;37;18;35;2;2017;;;;
30;35,3012;1;21;19;16;5;2017;;;;
30;35,3012;1;15;20;14;1;2017;;;;
31;35,3012;1;1;4;1;0;2017;;;;
31;35,3012;1;6;5;6;0;2017;;;;
31;35,3012;1;4;6;4;0;2017;;;;
31;35,3012;1;8;7;8;0;2017;;;;
31;35,3012;1;9;8;9;0;2017;;;;
31;35,3012;1;13;9;12;1;2017;;;;
31;35,3012;1;7;10;7;0;2017;;;;
31;35,3012;1;28;11;28;0;2017;;;;
31;35,3012;1;13;12;13;0;2017;;;;
31;35,3012;1;29;13;29;0;2017;;;;
31;35,3012;1;13;14;13;0;2017;;;;
31;35,3012;1;15;15;14;1;2017;;;;
31;35,3012;1;7;16;6;1;2017;;;;
31;35,3012;1;15;17;12;3;2017;;;;
31;35,3012;1;13;18;13;0;2017;;;;
31;35,3012;1;4;19;4;0;2017;;;;
31;35,3012;1;7;20;5;2;2017;;;;
32;35,3012;1;3;7;0;3;2017;;;;
32;35,3012;1;4;8;4;0;2017;;;;
32;35,3012;1;5;9;5;0;2017;;;;
32;35,3012;1;7;10;7;0;2017;;;;
32;35,3012;1;7;11;6;1;2017;;;;
32;35,3012;1;5;12;4;1;2017;;;;
32;35,3012;1;8;13;7;1;2017;;;;
32;35,3012;1;11;14;11;0;2017;;;;
32;35,3012;1;9;15;8;1;2017;;;;
32;35,3012;1;7;16;7;0;2017;;;;
32;35,3012;1;12;17;10;2;2017;;;;
32;35,3012;1;8;18;8;0;2017;;;;
32;35,3012;1;8;19;4;4;2017;;;;
32;35,3012;1;7;20;4;3;2017;;;;
33;35,3012;1;2;5;2;0;2017;;;;
33;35,3012;1;1;6;1;0;2017;;;;
33;35,3012;1;1;7;1;0;2017;;;;
33;35,3012;1;4;8;4;0;2017;;;;
33;35,3012;1;2;9;2;0;2017;;;;
33;35,3012;1;1;11;1;0;2017;;;;
33;35,3012;1;1;12;1;0;2017;;;;
33;35,3012;1;2;13;2;0;2017;;;;
34;35,3012;1;1;4;0;1;2017;;;;
34;35,3012;1;1;5;0;1;2017;;;;
34;35,3012;1;7;6;6;1;2017;;;;
34;35,3012;1;6;7;3;3;2017;;;;
34;35,3012;1;10;8;8;2;2017;;;;
34;35,3012;1;8;9;4;4;2017;;;;
34;35,3012;1;21;10;14;7;2017;;;;
34;35,3012;1;11;11;7;4;2017;;;;
34;35,3012;1;8;12;4;4;2017;;;;
34;35,3012;1;11;13;4;7;2017;;;;
34;35,3012;1;23;14;10;13;2017;;;;
34;35,3012;1;28;15;8;20;2017;;;;
34;35,3012;1;9;16;4;5;2017;;;;
34;35,3012;1;22;17;6;16;2017;;;;
34;35,3012;1;17;18;6;11;2017;;;;
34;35,3012;1;13;19;10;3;2017;;;;
34;35,3012;1;24;20;14;10;2017;;;;
35;35,3012;1;3;5;2;1;2017;;;;
35;35,3012;1;6;6;6;0;2017;;;;
35;35,3012;1;5;7;4;1;2017;;;;
35;35,3012;1;3;8;3;0;2017;;;;
35;35,3012;1;4;9;4;0;2017;;;;
35;35,3012;1;10;10;10;0;2017;;;;
35;35,3012;1;10;11;10;0;2017;;;;
35;35,3012;1;14;12;14;0;2017;;;;
35;35,3012;1;7;13;7;0;2017;;;;
35;35,3012;1;9;14;9;0;2017;;;;
35;35,3012;1;11;15;11;0;2017;;;;
35;35,3012;1;4;16;4;0;2017;;;;
35;35,3012;1;7;17;7;0;2017;;;;
35;35,3012;1;5;18;5;0;2017;;;;
35;35,3012;1;6;19;6;0;2017;;;;
35;35,3012;1;18;20;18;0;2017;;;;
36;35,3012;1;1;3;1;0;2017;;;;
36;35,3012;1;5;4;5;0;2017;;;;
36;35,3012;1;2;5;2;0;2017;;;;
36;35,3012;1;2;6;2;0;2017;;;;
36;35,3012;1;4;7;4;0;2017;;;;
36;35,3012;1;4;8;4;0;2017;;;;
36;35,3012;1;10;9;10;0;2017;;;;
36;35,3012;1;15;10;15;0;2017;;;;
36;35,3012;1;30;11;30;0;2017;;;;
36;35,3012;1;21;12;20;1;2017;;;;
36;35,3012;1;26;13;26;0;2017;;;;
36;35,3012;1;21;14;21;0;2017;;;;
36;35,3012;1;27;15;27;0;2017;;;;
36;35,3012;1;20;16;20;0;2017;;;;
36;35,3012;1;13;17;13;0;2017;;;;
36;35,3012;1;19;18;19;0;2017;;;;
36;35,3012;1;9;19;9;0;2017;;;;
36;35,3012;1;17;20;17;0;2017;;;;
37;35,3012;1;5;4;4;1;2017;;;;
37;35,3012;1;2;5;2;0;2017;;;;
37;35,3012;1;6;6;5;1;2017;;;;
37;35,3012;1;6;7;5;1;2017;;;;
37;35,3012;1;7;8;6;1;2017;;;;
37;35,3012;1;4;9;4;0;2017;;;;
37;35,3012;1;5;10;4;1;2017;;;;
37;35,3012;1;7;11;3;4;2017;;;;
37;35,3012;1;3;12;1;2;2017;;;;
37;35,3012;1;5;13;3;2;2017;;;;
37;35,3012;1;5;14;5;0;2017;;;;
37;35,3012;1;12;15;9;3;2017;;;;
37;35,3012;1;4;16;2;2;2017;;;;
37;35,3012;1;10;17;7;3;2017;;;;
37;35,3012;1;11;18;6;5;2017;;;;
37;35,3012;1;15;19;12;3;2017;;;;
37;35,3012;1;30;20;29;1;2017;;;;
38;35,3012;1;4;1;4;0;2017;;;;
38;35,3012;1;6;2;6;0;2017;;;;
38;35,3012;1;6;3;6;0;2017;;;;
38;35,3012;1;8;4;8;0;2017;;;;
38;35,3012;1;10;5;10;0;2017;;;;
38;35,3012;1;5;6;5;0;2017;;;;
38;35,3012;1;12;7;12;0;2017;;;;
38;35,3012;1;2;8;2;0;2017;;;;
38;35,3012;1;12;9;12;0;2017;;;;
38;35,3012;1;12;10;12;0;2017;;;;
38;35,3012;1;12;11;12;0;2017;;;;
38;35,3012;1;15;12;15;0;2017;;;;
38;35,3012;1;14;13;14;0;2017;;;;
38;35,3012;1;7;14;7;0;2017;;;;
38;35,3012;1;6;15;6;0;2017;;;;
38;35,3012;1;5;16;5;0;2017;;;;
38;35,3012;1;4;17;4;0;2017;;;;
38;35,3012;1;11;18;11;0;2017;;;;
38;35,3012;1;8;19;8;0;2017;;;;
38;35,3012;1;12;20;12;0;2017;;;;
39;35,3012;1;1;1;1;0;2017;;;;
39;35,3012;1;7;9;7;0;2017;;;;
39;35,3012;1;11;10;11;0;2017;;;;
39;35,3012;1;11;11;10;1;2017;;;;
39;35,3012;1;24;12;24;0;2017;;;;
39;35,3012;1;27;13;26;1;2017;;;;
39;35,3012;1;18;14;17;1;2017;;;;
39;35,3012;1;15;15;15;0;2017;;;;
39;35,3012;1;16;16;16;0;2017;;;;
39;35,3012;1;22;17;22;0;2017;;;;
39;35,3012;1;29;18;28;1;2017;;;;
39;35,3012;1;17;19;17;0;2017;;;;
39;35,3012;1;15;20;15;0;2017;;;;
40;35,3012;1;1;2;1;0;2017;;;;
40;35,3012;1;1;3;1;0;2017;;;;
40;35,3012;1;1;4;1;0;2017;;;;
40;35,3012;1;2;5;2;0;2017;;;;
40;35,3012;1;7;6;7;0;2017;;;;
40;35,3012;1;3;7;3;0;2017;;;;
40;35,3012;1;4;8;4;0;2017;;;;
40;35,3012;1;8;9;8;0;2017;;;;
40;35,3012;1;13;10;13;0;2017;;;;
40;35,3012;1;10;11;10;0;2017;;;;
40;35,3012;1;12;12;12;0;2017;;;;
40;35,3012;1;6;13;6;0;2017;;;;
40;35,3012;1;9;14;9;0;2017;;;;
40;35,3012;1;11;15;11;0;2017;;;;
40;35,3012;1;10;16;10;0;2017;;;;
40;35,3012;1;2;17;2;0;2017;;;;
40;35,3012;1;5;18;5;0;2017;;;;
40;35,3012;1;12;19;12;0;2017;;;;
40;35,3012;1;20;20;20;0;2017;;;;
41;35,3012;1;2;7;1;1;2017;;;;
41;35,3012;1;1;8;1;0;2017;;;;
41;35,3012;1;2;9;2;0;2017;;;;
41;35,3012;1;1;12;0;1;2017;;;;
41;35,3012;1;1;14;1;0;2017;;;;
41;35,3012;1;7;16;7;0;2017;;;;
41;35,3012;1;2;17;2;0;2017;;;;
41;35,3012;1;2;18;2;0;2017;;;;
41;35,3012;1;4;19;4;0;2017;;;;
41;35,3012;1;8;20;8;0;2017;;;;
42;35,3012;1;1;18;0;1;2017;;;;
43;35,3012;1;1;2;0;1;2017;;;;
43;35,3012;1;1;3;1;0;2017;;;;
43;35,3012;1;2;4;1;1;2017;;;;
43;35,3012;1;2;5;0;2;2017;;;;
43;35,3012;1;2;6;0;2;2017;;;;
43;35,3012;1;1;7;0;1;2017;;;;
43;35,3012;1;3;8;2;1;2017;;;;
43;35,3012;1;1;9;1;0;2017;;;;
43;35,3012;1;6;10;6;0;2017;;;;
43;35,3012;1;9;11;7;2;2017;;;;
43;35,3012;1;8;12;8;0;2017;;;;
43;35,3012;1;6;13;3;3;2017;;;;
43;35,3012;1;13;14;10;3;2017;;;;
43;35,3012;1;10;15;9;1;2017;;;;
43;35,3012;1;6;16;5;1;2017;;;;
43;35,3012;1;6;17;3;3;2017;;;;
43;35,3012;1;2;18;1;1;2017;;;;
43;35,3012;1;5;19;3;2;2017;;;;
43;35,3012;1;8;20;1;7;2017;;;;
44;35,3012;1;4;5;4;0;2017;;;;
44;35,3012;1;6;6;6;0;2017;;;;
44;35,3012;1;15;7;15;0;2017;;;;
44;35,3012;1;17;8;17;0;2017;;;;
44;35,3012;1;20;9;20;0;2017;;;;
44;35,3012;1;19;10;19;0;2017;;;;
44;35,3012;1;14;11;14;0;2017;;;;
44;35,3012;1;8;12;8;0;2017;;;;
44;35,3012;1;9;13;9;0;2017;;;;
44;35,3012;1;4;14;4;0;2017;;;;
44;35,3012;1;19;15;18;1;2017;;;;
44;35,3012;1;10;16;10;0;2017;;;;
44;35,3012;1;24;17;24;0;2017;;;;
44;35,3012;1;21;18;21;0;2017;;;;
44;35,3012;1;18;19;18;0;2017;;;;
44;35,3012;1;18;20;18;0;2017;;;;
1;35;1;1;14;1;0;2018;;;;
1;35;1;1;15;1;0;2018;;;;
1;35;1;2;16;2;0;2018;;;;
1;35;1;1;17;1;0;2018;;;;
1;35;1;3;18;3;0;2018;;;;
1;35;1;3;19;3;0;2018;;;;
1;35;1;2;20;2;0;2018;;;;
2;35;1;2;1;0;2;2018;;;;
2;35;1;2;2;2;0;2018;;;;
2;35;1;8;3;1;7;2018;;;;
2;35;1;7;4;2;5;2018;;;;
2;35;1;6;5;2;4;2018;;;;
2;35;1;9;6;6;3;2018;;;;
2;35;1;13;7;9;4;2018;;;;
2;35;1;8;8;7;1;2018;;;;
2;35;1;17;9;9;8;2018;;;;
2;35;1;15;10;8;7;2018;;;;
2;35;1;10;11;3;7;2018;;;;
2;35;1;8;12;3;5;2018;;;;
2;35;1;3;13;1;2;2018;;;;
2;35;1;2;14;2;0;2018;;;;
2;35;1;5;15;4;1;2018;;;;
2;35;1;3;16;3;0;2018;;;;
2;35;1;7;17;4;3;2018;;;;
2;35;1;11;18;10;1;2018;;;;
2;35;1;19;19;18;1;2018;;;;
2;35;1;21;20;15;6;2018;;;;
3;35;1;2;3;0;2;2018;;;;
3;35;1;5;5;0;5;2018;;;;
3;35;1;10;6;4;6;2018;;;;
3;35;1;11;7;3;8;2018;;;;
3;35;1;12;8;2;10;2018;;;;
3;35;1;19;9;7;12;2018;;;;
3;35;1;15;10;6;9;2018;;;;
3;35;1;18;11;7;11;2018;;;;
3;35;1;29;12;21;8;2018;;;;
3;35;1;18;13;12;6;2018;;;;
3;35;1;14;14;7;7;2018;;;;
3;35;1;15;15;5;10;2018;;;;
3;35;1;13;16;5;8;2018;;;;
3;35;1;5;17;1;4;2018;;;;
3;35;1;13;18;8;5;2018;;;;
3;35;1;19;19;12;7;2018;;;;
3;35;1;29;20;20;9;2018;;;;
4;35;1;4;4;0;4;2018;;;;
4;35;1;2;5;1;1;2018;;;;
4;35;1;2;6;0;2;2018;;;;
4;35;1;2;7;2;0;2018;;;;
4;35;1;8;8;0;8;2018;;;;
4;35;1;3;9;1;2;2018;;;;
4;35;1;11;10;4;7;2018;;;;
4;35;1;7;11;4;3;2018;;;;
4;35;1;5;12;0;5;2018;;;;
4;35;1;6;13;2;4;2018;;;;
4;35;1;14;14;4;10;2018;;;;
4;35;1;6;15;1;5;2018;;;;
4;35;1;7;16;3;4;2018;;;;
4;35;1;4;17;2;2;2018;;;;
4;35;1;10;18;3;7;2018;;;;
4;35;1;4;19;3;1;2018;;;;
4;35;1;16;20;6;10;2018;;;;
5;35;1;1;5;1;0;2018;;;;
5;35;1;4;6;3;1;2018;;;;
5;35;1;3;7;1;2;2018;;;;
5;35;1;6;8;3;3;2018;;;;
5;35;1;8;9;5;3;2018;;;;
5;35;1;10;10;6;4;2018;;;;
5;35;1;6;11;4;2;2018;;;;
5;35;1;4;12;4;0;2018;;;;
5;35;1;4;14;3;1;2018;;;;
5;35;1;3;15;1;2;2018;;;;
5;35;1;6;16;5;1;2018;;;;
5;35;1;12;17;12;0;2018;;;;
5;35;1;22;18;20;2;2018;;;;
5;35;1;11;19;11;0;2018;;;;
5;35;1;15;20;15;0;2018;;;;
6;35;1;2;1;2;0;2018;;;;
6;35;1;4;2;4;0;2018;;;;
6;35;1;4;3;4;0;2018;;;;
6;35;1;4;4;3;1;2018;;;;
6;35;1;6;5;4;2;2018;;;;
6;35;1;7;6;6;1;2018;;;;
6;35;1;2;7;2;0;2018;;;;
6;35;1;12;8;11;1;2018;;;;
6;35;1;7;9;3;4;2018;;;;
6;35;1;3;10;3;0;2018;;;;
6;35;1;5;11;5;0;2018;;;;
6;35;1;18;12;18;0;2018;;;;
6;35;1;8;13;4;4;2018;;;;
6;35;1;5;14;1;4;2018;;;;
6;35;1;7;15;2;5;2018;;;;
6;35;1;4;16;2;2;2018;;;;
6;35;1;5;17;5;0;2018;;;;
6;35;1;5;18;3;2;2018;;;;
6;35;1;3;19;2;1;2018;;;;
6;35;1;19;20;11;8;2018;;;;
7;35;1;1;2;0;1;2018;;;;
7;35;1;4;3;3;1;2018;;;;
7;35;1;17;4;15;2;2018;;;;
7;35;1;20;5;18;2;2018;;;;
7;35;1;11;6;4;7;2018;;;;
7;35;1;16;7;16;0;2018;;;;
7;35;1;14;8;11;3;2018;;;;
7;35;1;11;9;9;2;2018;;;;
7;35;1;15;10;11;4;2018;;;;
7;35;1;9;11;6;3;2018;;;;
7;35;1;14;12;12;2;2018;;;;
7;35;1;16;13;15;1;2018;;;;
7;35;1;15;14;13;2;2018;;;;
7;35;1;8;15;4;4;2018;;;;
7;35;1;11;16;7;4;2018;;;;
7;35;1;10;17;10;0;2018;;;;
7;35;1;9;18;8;1;2018;;;;
7;35;1;12;19;10;2;2018;;;;
7;35;1;15;20;12;3;2018;;;;
8;35;1;1;3;0;1;2018;;;;
8;35;1;1;6;0;1;2018;;;;
8;35;1;1;7;0;1;2018;;;;
8;35;1;1;8;0;1;2018;;;;
8;35;1;2;9;0;2;2018;;;;
8;35;1;1;10;0;1;2018;;;;
8;35;1;3;11;0;3;2018;;;;
8;35;1;1;12;0;1;2018;;;;
8;35;1;1;13;0;1;2018;;;;
8;35;1;3;14;0;3;2018;;;;
8;35;1;5;15;0;5;2018;;;;
8;35;1;5;16;1;4;2018;;;;
8;35;1;2;17;2;0;2018;;;;
8;35;1;9;18;5;4;2018;;;;
8;35;1;7;19;5;2;2018;;;;
8;35;1;22;20;6;16;2018;;;;
9;35;1;3;1;3;0;2018;;;;
9;35;1;1;3;1;0;2018;;;;
9;35;1;3;4;3;0;2018;;;;
