Sample.Label;distance;ano;tipo_nido;Region.Label;Effort;Area
3;9;2015;cueva;coloniaML;1;349898
3;9;2015;cueva;coloniaML;1;349898
3;9;2015;cueva;coloniaML;1;349898
3;9;2015;cueva;coloniaML;1;349898
3;9;2015;cueva;coloniaML;1;349898
3;9;2015;cueva;coloniaML;1;349898
3;9;2015;cueva;coloniaML;1;349898
3;9;2015;cueva;coloniaML;1;349898
3;9;2015;cueva;coloniaML;1;349898
3;9;2015;cueva;coloniaML;1;349898
3;9;2015;cueva;coloniaML;1;349898
3;10;2015;mata;coloniaML;1;349898
3;10;2015;mata;coloniaML;1;349898
3;10;2015;mata;coloniaML;1;349898
3;10;2015;mata;coloniaML;1;349898
3;10;2015;mata;coloniaML;1;349898
3;10;2015;cueva;coloniaML;1;349898
3;10;2015;cueva;coloniaML;1;349898
3;10;2015;cueva;coloniaML;1;349898
3;10;2015;cueva;coloniaML;1;349898
3;10;2015;cueva;coloniaML;1;349898
3;10;2015;cueva;coloniaML;1;349898
3;10;2015;cueva;coloniaML;1;349898
3;10;2015;cueva;coloniaML;1;349898
3;10;2015;cueva;coloniaML;1;349898
3;10;2015;cueva;coloniaML;1;349898
3;10;2015;cueva;coloniaML;1;349898
3;10;2015;cueva;coloniaML;1;349898
3;10;2015;cueva;coloniaML;1;349898
3;11;2015;mata;coloniaML;1;349898
3;11;2015;mata;coloniaML;1;349898
3;11;2015;mata;coloniaML;1;349898
3;11;2015;mata;coloniaML;1;349898
3;11;2015;mata;coloniaML;1;349898
3;11;2015;mata;coloniaML;1;349898
3;11;2015;mata;coloniaML;1;349898
3;11;2015;mata;coloniaML;1;349898
3;11;2015;cueva;coloniaML;1;349898
3;11;2015;cueva;coloniaML;1;349898
3;11;2015;cueva;coloniaML;1;349898
3;11;2015;cueva;coloniaML;1;349898
3;11;2015;cueva;coloniaML;1;349898
3;11;2015;cueva;coloniaML;1;349898
3;11;2015;cueva;coloniaML;1;349898
3;11;2015;cueva;coloniaML;1;349898
3;12;2015;mata;coloniaML;1;349898
3;12;2015;mata;coloniaML;1;349898
3;12;2015;mata;coloniaML;1;349898
3;12;2015;mata;coloniaML;1;349898
3;12;2015;mata;coloniaML;1;349898
3;12;2015;mata;coloniaML;1;349898
3;12;2015;mata;coloniaML;1;349898
3;12;2015;mata;coloniaML;1;349898
3;12;2015;mata;coloniaML;1;349898
3;12;2015;mata;coloniaML;1;349898
3;12;2015;mata;coloniaML;1;349898
3;12;2015;cueva;coloniaML;1;349898
3;12;2015;cueva;coloniaML;1;349898
3;12;2015;cueva;coloniaML;1;349898
3;12;2015;cueva;coloniaML;1;349898
3;12;2015;cueva;coloniaML;1;349898
3;12;2015;cueva;coloniaML;1;349898
3;12;2015;cueva;coloniaML;1;349898
3;13;2015;mata;coloniaML;1;349898
3;13;2015;mata;coloniaML;1;349898
3;13;2015;mata;coloniaML;1;349898
3;13;2015;mata;coloniaML;1;349898
3;13;2015;mata;coloniaML;1;349898
3;13;2015;mata;coloniaML;1;349898
3;13;2015;mata;coloniaML;1;349898
3;13;2015;mata;coloniaML;1;349898
3;13;2015;mata;coloniaML;1;349898
3;13;2015;mata;coloniaML;1;349898
3;13;2015;mata;coloniaML;1;349898
3;13;2015;mata;coloniaML;1;349898
3;13;2015;mata;coloniaML;1;349898
3;13;2015;mata;coloniaML;1;349898
3;13;2015;mata;coloniaML;1;349898
3;13;2015;cueva;coloniaML;1;349898
3;13;2015;cueva;coloniaML;1;349898
3;13;2015;cueva;coloniaML;1;349898
3;14;2015;mata;coloniaML;1;349898
3;14;2015;mata;coloniaML;1;349898
3;14;2015;mata;coloniaML;1;349898
3;14;2015;mata;coloniaML;1;349898
3;14;2015;mata;coloniaML;1;349898
3;14;2015;mata;coloniaML;1;349898
3;14;2015;mata;coloniaML;1;349898
3;14;2015;mata;coloniaML;1;349898
3;14;2015;mata;coloniaML;1;349898
3;14;2015;mata;coloniaML;1;349898
3;14;2015;mata;coloniaML;1;349898
3;14;2015;mata;coloniaML;1;349898
3;14;2015;mata;coloniaML;1;349898
3;14;2015;mata;coloniaML;1;349898
3;14;2015;cueva;coloniaML;1;349898
3;14;2015;cueva;coloniaML;1;349898
3;14;2015;cueva;coloniaML;1;349898
3;14;2015;cueva;coloniaML;1;349898
3;14;2015;cueva;coloniaML;1;349898
3;15;2015;mata;coloniaML;1;349898
3;15;2015;mata;coloniaML;1;349898
3;15;2015;mata;coloniaML;1;349898
3;15;2015;mata;coloniaML;1;349898
3;15;2015;mata;coloniaML;1;349898
3;15;2015;mata;coloniaML;1;349898
3;15;2015;cueva;coloniaML;1;349898
3;15;2015;cueva;coloniaML;1;349898
3;15;2015;cueva;coloniaML;1;349898
3;16;2015;mata;coloniaML;1;349898
3;16;2015;mata;coloniaML;1;349898
3;16;2015;mata;coloniaML;1;349898
3;16;2015;mata;coloniaML;1;349898
3;16;2015;mata;coloniaML;1;349898
3;16;2015;mata;coloniaML;1;349898
3;16;2015;cueva;coloniaML;1;349898
3;16;2015;cueva;coloniaML;1;349898
3;16;2015;cueva;coloniaML;1;349898
3;16;2015;cueva;coloniaML;1;349898
3;16;2015;cueva;coloniaML;1;349898
3;16;2015;cueva;coloniaML;1;349898
3;16;2015;cueva;coloniaML;1;349898
3;16;2015;cueva;coloniaML;1;349898
3;16;2015;cueva;coloniaML;1;349898
3;16;2015;cueva;coloniaML;1;349898
3;17;2015;mata;coloniaML;1;349898
3;17;2015;mata;coloniaML;1;349898
3;17;2015;mata;coloniaML;1;349898
3;17;2015;mata;coloniaML;1;349898
3;17;2015;mata;coloniaML;1;349898
3;17;2015;cueva;coloniaML;1;349898
3;17;2015;cueva;coloniaML;1;349898
3;17;2015;cueva;coloniaML;1;349898
3;17;2015;cueva;coloniaML;1;349898
3;17;2015;cueva;coloniaML;1;349898
3;18;2015;mata;coloniaML;1;349898
3;18;2015;mata;coloniaML;1;349898
3;18;2015;mata;coloniaML;1;349898
3;18;2015;mata;coloniaML;1;349898
3;18;2015;mata;coloniaML;1;349898
3;18;2015;mata;coloniaML;1;349898
3;18;2015;mata;coloniaML;1;349898
3;18;2015;mata;coloniaML;1;349898
3;18;2015;mata;coloniaML;1;349898
3;18;2015;cueva;coloniaML;1;349898
3;18;2015;cueva;coloniaML;1;349898
3;18;2015;cueva;coloniaML;1;349898
3;18;2015;cueva;coloniaML;1;349898
3;18;2015;cueva;coloniaML;1;349898
3;18;2015;cueva;coloniaML;1;349898
3;19;2015;mata;coloniaML;1;349898
3;19;2015;mata;coloniaML;1;349898
3;19;2015;mata;coloniaML;1;349898
3;19;2015;mata;coloniaML;1;349898
3;19;2015;mata;coloniaML;1;349898
3;19;2015;mata;coloniaML;1;349898
3;19;2015;mata;coloniaML;1;349898
3;19;2015;mata;coloniaML;1;349898
3;19;2015;cueva;coloniaML;1;349898
3;19;2015;cueva;coloniaML;1;349898
3;19;2015;cueva;coloniaML;1;349898
3;19;2015;cueva;coloniaML;1;349898
3;20;2015;mata;coloniaML;1;349898
3;20;2015;mata;coloniaML;1;349898
3;20;2015;mata;coloniaML;1;349898
3;20;2015;mata;coloniaML;1;349898
3;20;2015;mata;coloniaML;1;349898
3;20;2015;mata;coloniaML;1;349898
3;20;2015;mata;coloniaML;1;349898
3;20;2015;mata;coloniaML;1;349898
3;20;2015;mata;coloniaML;1;349898
3;20;2015;mata;coloniaML;1;349898
